Lenovo ThinkPad X1 Carbon 6th Gen i7 1.9GHz i7-8650U 512GB SSD 16GB 20KH,,,$259.99,US,,Used,https://www.ebay.com/itm/314653217811?hash=item4942cb1413%3Ag%3Ax9wAAOSwoWNkjOzv&amdata=enc%3AAQAIAAAA4IMQ08JXjcTYYlAO3ikRyCZdqXBltoLbNWo4wKTzvqxdaCYH%2F0EiQPRZaJnklQtn7M4Cbx9weMj1VKP1kMy9vcSAgkyye9ey2xw3Vvgi8%2BnhimjbQj3aZExbCqIfmcsqpbbGEcdOMZ05wlJcjelA%2B0ssFhcaNtsPq1yAUmAO7%2FP%2F1YnrIDtDheuwvQi7PxC95RvjVEEZLFUkw4gVomW1KERrs%2BVJvc1YIkuPSo%2BEttZdFLklJXUvQmGsrI%2F7hc5JmsEAkHgOPVPFwlom0h87r0vp%2FDEyBQLgo86HvJh2rlQp%7Ctkp%3ABk9SR7yui4CcYg&LH_Auction=1
Lenovo ThinkPad X1 Carbon 5th Gen Intel  i5-16300U 2.4GHz 256 GB SSD 8GB 20K4,,,$99.99,US,,Used,https://www.ebay.com/itm/314653337400?hash=item4942cce738%3Ag%3AHtcAAOSwPzBkjQQG&amdata=enc%3AAQAIAAAA4HOw3iRsXzvpRnXYrMtzZv5Oda%2F2NfVe3viu6AaoZ%2FA7dOG9SZ46QI0%2F9IwrOUAr5qc5byXKaC89ABx5PbY%2Bkk91dD0wmlQFfPiFuMnSs9mZo7ub5rs72%2F8Vl9Y3Y6PJUfAYi1ICemSdDPwA%2BPYOlsRKHJetoY3dSPSmGsUbTExTmx8gTH5dT0HR%2Bjq5wUnwoQBm91CwbAlJRAAwb7V%2BmPQ5KjQ8Xpld%2BD5CByjcEYvvJ1N5KmaOEE3Y4hdBzR5Tu7KkSEB7SYwg2K7bX6pb1axMPLAZL8NNm0Fopvt20Kjt%7Ctkp%3ABk9SR7yui4CcYg&LH_Auction=1
Lenovo ThinkPad X1 Carbon 6th Gen i7 1.9GHz i7-8650U 512GB SSD 16GB 20KH,,,$199.99,US,,Used,https://www.ebay.com/itm/385688365098?hash=item59ccd1682a%3Ag%3AP68AAOSw6u5kjP7C&amdata=enc%3AAQAIAAAA4MTTQamtpTO96DB74MJorzuSBbgyY5kSOkdaoj%2FxH%2FJZ8BtB4OXssSEY%2B9FueudiSARUJUdiWqsFrjyMW4l02mnWNeXVG5zl1L6ioaSooSA2oRjkDsalPn2Ctafh%2F0aLHa7p%2FMhnPbesjw6Zkw%2BBNdYwqDTwpqImjMgnXk%2FGJh9ZT66mq9Q951W2Si8xXaFBhC58jV%2B5T6yQJNr6P0Zq7kodY%2BFtLfm1W8XTzzLOqaYB%2Bcpm8B46VLKVgXnhyyxxKqTR9xNUHGy%2B5qLkYRgzm6%2F10KHjnen%2F5awrFB3ij2t7%7Ctkp%3ABk9SR7yui4CcYg&LH_Auction=1
"*Used* Lenovo X1 G2 Tablet 12"" Intel I5 7Y57 1.2GHZ 8G Ram 128G SSD Win10Pro",,,$0.01,C,,Used,https://www.ebay.com/itm/404345053014?hash=item5e24d7df56%3Ag%3Ap7QAAOSwpeRkkzyq&amdata=enc%3AAQAIAAAA4IKz35%2FWvSSV1eG0CHBXQmKnIqhBMOgYNZdlhLw6cEM1uvmpKk4SaAjZcOqL2k4o%2Fc7BtDlxh8I5KybNisJe8XS5bfKeVKTP8EGQpz19gl%2FddqRWyz%2FW3CwmPNvs4%2F9KzLiK2rcNkwuS6wO2LRZjdGsbbaFpFhiclY7BllBhjaexI%2F2LUUY07qk7Ic9%2BWbj3P4lgYpHGEpx8qutaRq5TCPQ27IuXDofvtsE0m4xdfIA1aYkCrPU4EyI9OhxTFci1J62W12YQIrFg82idLBw8kheyI8huHXD8EccIxQTC3tcl%7Ctkp%3ABk9SR7yui4CcYg&LH_Auction=1
Lenovo 80XM 17 inch i5-7200U 4xCPU@2.7GHz 12GB RAM 256GB SSD(6-21-2),,,$1.00,US,,For parts or not working,https://www.ebay.com/itm/225631437837?hash=item3488ae840d%3Ag%3AnbAAAOSwJ1pkk1Vp&amdata=enc%3AAQAIAAAAwN23u7YruqCGRHE6xqubXFdN%2FOQ1SFXg%2Bl8fihT%2F5M8h8W3kHwzQIayDqorcV9vzlWL45sbSFIjDKm9BDvGdHpFPSp6O2eoEyFBeMAuH5rVhNRsdBE4d%2FLp1%2BSoQNfKC%2B3XQi2Z%2Bs8%2FFRT3Xcy0bV5v%2F%2BMVEboMqc7QpThsFX6mr9iMUE2g%2FCgJpVJuz2Mm0Jy6mniu5aMrpDVEUORSt5GStO3oki5iJT2HF87ivcgBgco2VLpA%2FBGf2W6LiNKM%2BPg%3D%3D%7Ctkp%3ABk9SR7yui4CcYg&LH_Auction=1
HP EliteBook 830 G5 Touch Screen i5-8250U@1.60GHz 256GB SSD 16GB RAM Win 11 Pro£,,,$175.00,US,,For parts or not working,https://www.ebay.com/itm/314662705659?hash=item49435bd9fb%3Ag%3AtD8AAOSwLwVkc3O2&amdata=enc%3AAQAIAAAA4God67xQ%2BOuzgtwMVWXhe%2FANPlGRYeNhBuvVEEbKvK2RgLyCmPTmFPaOfwuVJigqpx0SUljGbg7tTYgGkkqLM7jciVXnzEodu0zPG2QwAHDQO%2BAhb6oubKCjxBozRrVBg7TOpnGnXZ6nqA141%2F8u343nyyJnPr77K%2FGRiH%2B1mDzN%2FD91oJV9Qm8t60eplMvxJg%2Fv%2B3Uqd8ZDs9d4h%2FBuqHm3hfu8HD5Ipju5s7vMt315Gcn88dCLADV5e6b9ka1P9Qs3xKULCI2kiFdK9NuoXKp6rS7dWG9NZElapOeVm2X6%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
Dell Latitude E6520,$55.00,US,$10.20,US,,Used,https://www.ebay.com/itm/134623574754?hash=item1f5830bae2%3Ag%3ArgAAAOSwsqtkk1Bo&amdata=enc%3AAQAIAAAAwAZoRWau7FbzlJqfeUHkPneutecuGs0%2B6Aekla6sLTnmV38bK5CrygcnNPngrpqJj34CQweh7C9dqhT%2B8pRtW5l%2Ff4joIwujWcjbfwzWwaFMzADO4DHkYEx5NQUENVzXVrcPCfL9%2F1Y3UsecId9dvSAENZq%2BUcRsbMso1%2F%2BFFtFH9MugpWm30bhDBqF93RMx8BsUdMjPnUUUKkVsmdQgdub6aQMcqJ%2Flgh3kyuc0cVowpp6OUGTyX1WWTMAgabQWWQ%3D%3D%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
dell xps 9350 laptop- read description - as is - not fully tested,,,$39.99,US,,Used,https://www.ebay.com/itm/115839574494?hash=item1af893a1de%3Ag%3AF5sAAOSwD2Fkk0bh&amdata=enc%3AAQAIAAAAwEWemsoulm8KPUgCLWi1mFRzmlEcZb%2BsACCJ4BB%2FRQgMs3y8sTWUravqwL5l%2FuB3AK3iHrbmoeHW7H1gU718LtetZShiQUOMswfmPoEAinS4Tm7rVJ0oehPVfsO7x49Cnzd0Rv14%2BTUwpcdfGwaK7AG4KzYQ9LZet32d%2FE8mCICvnqXph7RTqbzor%2B%2BZpBOt3R0gftkLFvDdDhNBX3zFueD9%2FvwL1bs%2FAiIzRurJekt7w0iLLmyuCYiTirVN%2FIrG4Q%3D%3D%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
"Dell 15.6"" Latitude E5550 Laptop - 2.3 GHz i5-5300U 8GB 500GB (No OS) w/Charger",$79.00,US,$19.00,US,,Used,https://www.ebay.com/itm/185952844233?hash=item2b4ba739c9%3Ag%3Ap1QAAOSwZzNkkzhd&amdata=enc%3AAQAIAAAA4MZn9g0qKBZxjcsBbz8cIcrLVLwpbXBbqkiogQEOtH5seedljJsZM6hGBsFeGCgMAYBOmek32fQ7vLG7gVyBOD06j1SJ7Ov67xKUPtmGFcn8khybAgOeFmy0z7pxko%2BWOJwsJdw1IaUxccIvC9scMUB4I9r%2FSHVc7JF4%2BfYjZQNsT8krPEFMOmmus1oX6szC47Cn4ZubVlBOhbanl2AuOyZSEImoJXKSjZcxsZ3jyN5z59mdAx%2FxKav2qUyYWQW6aIuWbo99mClFOYpo2KHzkBtogqMeA9k%2B%2BdWqOwyNZDCQ%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
Dell Latitude E6530 i5 laptop With Docking Station,$85.00,US,$29.40,US,,Used,https://www.ebay.com/itm/134623542455?hash=item1f58303cb7%3Ag%3Akn4AAOSwJkxkk0op&amdata=enc%3AAQAIAAAAwDX2A%2FBgFbWipNihU75wEwvdgAz2yeWm7Z5Yy5M3TXxIBsYogh1mqi7793qDx5wOpVfMV0Gk9XZfms1NuXFbib8CoAIAfkWbcJu77dCQrJoT%2Fc%2FjaLWaL%2B6nn8sDpnmfxwr8TaJP4PYsRowZL%2FM7Z8y8HKxkMGNen9gNknOL4%2FSYLWABaBK1Mm1AEB852uSFiME1ZZG6gUf6uTUCj1QxXPDe1iGJ7sPnzubXOr0XG2v%2B2rmWLLD4flQFCh2Gf5weig%3D%3D%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
Dell Precision M6700 17 inch i7-3720QM 8xCPU@2.6GHz 20GB RAM 500GB HDD(6-20-10),,,$100.00,US,,Used,https://www.ebay.com/itm/225631370574?hash=item3488ad7d4e%3Ag%3AvBIAAOSw4Adkk0o7&amdata=enc%3AAQAIAAAA4CUliJ8YOWgxzY6lvCN8YO7PdH8inAFo2W3FxQphhajZ6ZvUbFYP3tCmnwDFKPORyTmyctHw7lGtcQ6RzFcioIvcLIX89QoVAn%2BUlZxXK3D3hdpxf7YqPgzHKrEIzHksCm9KoLu21LlriLaSVaI3N8YueCxVX6iLH9Q0s2%2F0InfKWhQEvpmekHJJzXJ%2FNYegynD5m6XAXPYKxUsoY9YYQfqB5SHGSdJZSgLX3Tl72BeWq6ggOUxGqBQjxeXDX7pSUsfKFq4hN7tzVQAPatbnA2%2F33z9QOozSfZ10XLvhAmvI%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
"Dell Latitude 3520 15"" FHD i5-1135G7@2.40 GHZ 8GB RAM 512GB M.2 SSD I 28430WK",,,$70.00,US,,Used,https://www.ebay.com/itm/385700294359?hash=item59cd876ed7%3Ag%3AXdoAAOSwa8pkk0pC&amdata=enc%3AAQAIAAAA4IsIIIDNJafHTA1yWgPGhdoiIxec%2BRQ2Jw6CbOZYrJPKbMVSj0bSfV61mLF0%2FDMsCH4RgR%2BLCGkSM2QunZ5qRELfqkb72iKaqhb8UDD2XTvtp4rwjPkiendFTG%2BBkC6SUumu%2B5eJTO91X22W3dp24QLreNqooin9YCztXDtWyhvBAnF8qWK%2B9U%2FN4mkVB%2BfwIG3LRxXHCc1LXqiNoTrd8GaH%2F%2FkYDS7aUYZrRyMDSLqFHNtJzAsROU6ayRV2Z7LTWELpSNRZEUJ%2FzVgi4u7xKAQEkMNfDFHiI7nxetTj8uo3%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
Microsoft Surface Pro 6 1796 i5-8350U 1.7GHz/8GB/256GB,,,$100.00,US,,Used,https://www.ebay.com/itm/304992087565?epid=25039061614&hash=item4702f1ee0d%3Ag%3ASI0AAOSwx5BkkvBz&amdata=enc%3AAQAIAAAA4GkJU%2FOGUPFOUSUPayrDz6mqYdcqGLYoc9NJ38ni59rGfxoIda3a81frMnopPwzuaXyoyvzZpPKmBqj%2F9FZTbU%2Fl%2FZGruTZum2mBxTpdP%2FwkEGO9b1%2FHmW51PAeO9yqWdbMY0z27AjFByTCL9WgzHqJhDfRoFobu0mMQTgP5Uh9R4zPvZqVf8MRfmulyfQWwHPehl4R3zIEaLGEcSxvFKxuZHCe5rfY10%2FVwgoQp7JrYjT6DSG9s8GSrebYeO7sCUs%2BX%2BCCXbcN0XvLLZMriYwTFQfSsXO6Hg2kWlFNR0WzL%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
Lenovo ThinkPad T480s 8th Gen Core i7-8650U 1.90Ghz 16GB 256GB WCam W10 Cord,,,$170.00,US,,Used,https://www.ebay.com/itm/314662601543?hash=item49435a4347%3Ag%3AZ8EAAOSwdm9jRtGP&amdata=enc%3AAQAIAAAAwHmaRHgbxjfxPzhj7ki33u3hr7ka7HzV27Q7bJOi8d9LmHuDoQOv%2BBkgCWMgEhBMjpDOtGJ5gHpEExdONzjvibfbReZLjbbYqAndM7ZqD0kt%2F30gddzEeRSsLJzZlG2QoBPez%2Fk9JMebSvB%2B5j2OZweUUMNnvheWhPHeT4vd5SHROi2xxPacBhtdWM7yoLSYI1peNxmu1tnPo9DS%2Bn4hVMy7vpkufxno8ZaYufBIaFeXb2bRO5V33LrjMFM4ISfZ1Q%3D%3D%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
Dell Precision 7530 i7-8850H 12xCPU@2.6GHz 16GB RAM 500GB NVMe(6-20-9),,,$3.25,US,,For parts or not working,https://www.ebay.com/itm/225631337025?hash=item3488acfa41%3Ag%3AJtoAAOSwSSlkk0P2&amdata=enc%3AAQAIAAAAwJRbUh7oNNFiTo%2FU%2FEoy7GH%2FDW9FxC3TNPellbrRD4pww8uImnDF%2FpirnmTvDUS9lfITHNDamO9yw4UwYI78pzffV8VZMiMYbpfl1xrcepGbjI3u84mpspsGkMtZ4HhoCGMV%2FO%2B4pMVmnRtcCaw442Gq0rWuDz9mhRKGb%2FZYcAJI5P3j%2FYQ3xRkXHK7rjkuHaAVx9e7Yhzvox3QiC1tfmLSxtoQ5IkLpB%2BYLqNxQliYzJq4Zp94W87zRh4kt2R18Xg%3D%3D%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
"MODDED AERO 16"" 4K AMOLED -12700H 32GB 3TB 3070ti - 130w - Excellent Condition","$1,295.00",US,$949.00,US,,Used,https://www.ebay.com/itm/256117387604?hash=item3ba1c93154%3Ag%3A5pMAAOSwA21kk0Id&amdata=enc%3AAQAIAAAA4ACg530Cmn9cCqyHBo3K0G0OXmvHsjZ11B2qS8%2BdimGigY1GqEuXTqhpHeK9vRKMdsisKZsRrSBkR01kxiWaA3zlfF6QaE7XBKqcbIySgvNAyrwj0xa%2FOeO8qZbi3Be5lgJ4YVVUfVEPywkeT91jZN3EuJFxaJ7%2B0EiAs5dLf%2FYINUYGzI5If%2F0r13SmC4bKrahs88OQxNzqgNkYsHulHgpGuZPT9sZjn4fCYMysuYwD1b5GkVgaLqaVKCC3DksQWHGNPDGWT%2FTY8D%2F3iDpsA3lQ4jCq3df%2FzBnuQ4Mo1SBU%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
HP 15-F111DX 15.6” TouchScreen Laptop 2GHz AMD A8-6410 8GB RAM 500GB HDD Win 10,,,$40.00,US,,Used,https://www.ebay.com/itm/385700202390?hash=item59cd860796%3Ag%3A0DIAAOSwxJlkkz6g&amdata=enc%3AAQAIAAAA4JMt5baVfV6ZDPb5u6e0owP30jYOjtXPfW9pVhktO8U6BfWKJHhFrLcaKMiCrpos%2BppiMV1KP6O4YdxK%2FSlG29X0z%2B8%2FnVXWQQhV5A36LzKqZNStHGrmszwIjao%2BgsVzVZW%2FmL2DEg6KA%2BaJ14W1Emzqg4uAmXDp%2FkoJgir5lDnRx7k3780SXl4mv1YbbHjYrrG0S1Jm4HyPlVVuODTuCLAVmuag3CWpsXR9hEY3sH40LwTrazuYB0pIyXU0T%2BDD5vyb3Ql%2BeVis3lCp4mLlBkAfE7k3jzY1xc3b7NIUlgSA%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
Panasonic ToughBook CF-F9KWNZZ1M i5-560M @2.67GHz 4GB RAM Grade B+ only 1460 Hrs,$149.99,US,$19.99,US,,Used,https://www.ebay.com/itm/155621690136?hash=item243bc68b18%3Ag%3Ar24AAOSweAhkkPmF&amdata=enc%3AAQAIAAAAwBp%2FgXUjeMp4S4EYEjJhOwORi2%2BOsoGN4OK2RpkbV7JWyYCVYertRJ5wxpQ8cRjBEiu4Y8DjXEKELgKIe%2FxZFpOoyCSjFtWqXRJtiXIWXDMH5H8L3YWtSzkKKSMfQHRb4tdgiC9E7PwfgsCJfveqH785i5uOr4SjJQqUy%2BdTik7%2B1o9kFPeRZImp6Ih2wt%2FSQgNNxJ328PsxS1%2F0chGzC2gkPkXR%2FzOSc40JXrREKZyFBTW9293PQEmnpvR5Brjp8Q%3D%3D%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
Panasonic Toughbook CF-F9KWNZZ1M i5-560M @2.67GHz 4GB RAM Grade B+ low hours,$129.99,US,$19.99,US,,Used,https://www.ebay.com/itm/155621689693?hash=item243bc6895d%3Ag%3AIsYAAOSwd%7EJkkPnD&amdata=enc%3AAQAIAAAA4OcKcdj4yTnpEhlfimrrvYJlosLU74s1wIRhJaKCgkv4Vi%2BmRcBRl1wfkSxkyB%2FvQnkeEBsyAGx6Tw3Em%2FdTCxwXHxjuKxyo7aZp%2F22E1fZ8F5pr2BshcTQlkC%2FhHo3mRdDkFLFeyIxzMrxsTgXKFgUwGZLlBDaZpKqfGSATR1LQQs20heWD8Yqo%2FRB3guGzT4koW9fezZKc54c3IB%2BBLHue9XinWbr8FZqP977cVRUS2A62wjlxTlmwdztUEW54x4zdvx5P9aeJXeCT5xt5l7edwtwN4rDq9Id06hF%2Frn62%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
"Dell Latitude 3520 15"" FHD i5-1135G7@2.40 GHZ 8GB RAM 512GB M.2 SSD I 28428WK",,,$70.00,US,,Used,https://www.ebay.com/itm/385700174227?hash=item59cd859993%3Ag%3A9eQAAOSwhwdkkztZ&amdata=enc%3AAQAIAAAAwH3cV%2Bo%2FunbvutiQSwn76XJi6ioElFVT8qICrhJ5ZGuL5sakI5dfc8wkRxRr%2FxDEYEwb%2BbCiU8%2FuimPS9cG45DzTXZfneIXZZi2sn993CZvWhQTRkkXPi3PJFqJ963l%2BZUPQUs4I%2BrPMElDXWd62kYewnjZQSrmi84V8tGpuiWbe0f7qfAAxGJaaXMuLdO9Dtx9c%2BE50ne%2Bwu0mu%2FT7ndWIKSXaNqXtW6VPTvztaejdAKUmJailmoyt%2BzIe5eAD43w%3D%3D%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
Microsoft Surface Pro 7 12.3 inch i7 / 256GB - 1866. With Keyboard and pen,$499.00,US,$120.00,US,,Used,https://www.ebay.com/itm/166185824662?epid=27035394183&hash=item26b1727196%3Ag%3Aes4AAOSwA19kkzsK&amdata=enc%3AAQAIAAAA4NARLz5a2kZbqgxhzJFaRlVfz9JNiLOjXfRMgEFCqoTW1Ao4d6l0GYu%2F6Q%2BrSgYAcSIXbM%2BKNNl4jxfdbxJ4gRSzBt7O7zL%2BXP5n4l2PP%2F2E8wARX9C76fsPbFBlYnfXp4kaN%2BF3CWtwGr5u8hqjk611LMzjrWmSa42dH7yd3pSCZlueZh1dNrR0KKuy5rSK3b6mwrHGpzH3oaD4eeKFjKyFXlKb4n%2FYDaImxttAznYTz5xX4SxDkVXbtENnzqcawjSLlq8DfVM44d1Ko7bSMHtLzZgxscjmjYt62jmrFr5V%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
Microsoft Surface Pro3 2n1 Touch i7-4650U 4xCPU@2.3GHz 8GB RAM 512GB SSD(6-20-8),,,$1.00,US,,Used,https://www.ebay.com/itm/225631276660?hash=item3488ac0e74%3Ag%3AZSgAAOSwn5xkkztA&amdata=enc%3AAQAIAAAAwKOqnEdRYGIDiePYZCDEZmJQHBJSEyNnvQiw5KMGmT2zuXJ%2FvT9JfCK%2BW0ycI%2BUlDojPtRmnBH3RvLle%2BrDHYy3Lx8ea1BCsOgflkCkHqTmLIlxBsSUi8B8rKsly%2BbF12KzCqjPt6A38fbOCLjyGWxqBmhUBx50Ah16EdjntJdmbYvf8VhBN55h8wPW4oL3FPTUwD41dRg1FzGxGEVwyv0MhtZzhDoU%2BHB%2BlKEcwx6miAi%2BgVWBqeT3SXNuTBRWzYg%3D%3D%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
Lot Of 5: Dell Chromebook 11 3120 Celeron N2840 4GB RAM 16GB with chargers!,,,$17.77,US,1,Used,https://www.ebay.com/itm/134623447148?hash=item1f582ec86c%3Ag%3AS2AAAOSwn5xkkExQ&amdata=enc%3AAQAIAAAAwI%2FboVCWxTug8zaZeUMZikXYzLooBsXftqliYzglg7EeglhhqgkctwW3qwppzof9m46fgacyievqUc%2BIn5Rg2Ytm%2Fx9D5PEtNbYHsd%2BoIxZOoz9MmrUL9bOeOKHhUYdJfV9De0D3vYfjciOj4W9rjdSyiF0Lt9iFskVOTqRiiQfWr%2BJt65KnTVHV2VpTNJ7UQRs5VBPQjA4xyrjLGdBO8RjP80rvxiE%2F7J6tXm1gafm9rc70mMQ0oMqmMisT7IvHxw%3D%3D%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
Lot Of 4: Dell Chromebook 11 3120 Celeron N2840 4GB RAM 16GB with chargers!,,,$17.77,US,1,Used,https://www.ebay.com/itm/134623447150?hash=item1f582ec86e%3Ag%3AlGsAAOSw2BhkkE7D&amdata=enc%3AAQAIAAAA4MVIeyx78xoxejFA6%2FdODvK5huY8IhXCC6RRABIA1bu6M%2Ff%2F3pYDyppQ8JA6poWyOQzUfmK3doun4lqaWsYRZySB8A4I7%2BPupb%2F2HCW%2BKiMbT8lcm%2BTgGsryFy4Vq0fN5JdRp05HRbSyJWKlMGX0vO%2FxGKfqb7UJpj86pyPADZ0%2B0HFrUr3iISjXHvevgnjujidiYaIkqe1o9wvjScRZGiQ8cFzn7O%2FjWvp3d%2BvoiN0E2TV%2Fyxv%2FEwtIClGm6V%2BY7Sxgu7dPlyqIW%2FmSFA22nwviB9eHMtuw9LltKNYYb5tE%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
"Lot 5! Lenovo N23 11.6"" Intel Celeron N3060 1.60GHZ 4GB RAM 16GB Chromebooks",,,$17.77,US,1,Used,https://www.ebay.com/itm/134623447154?hash=item1f582ec872%3Ag%3ANNgAAOSwSotkkEr1&amdata=enc%3AAQAIAAAA4AhrzcgIPyoGSUDByahbdfewNOCTCzBxJiUtWCqk%2FQlpVSFETWzw1vqAXol2qfjwTK4XpCoYXNKMh9WmDhnE5LNRAdp7MHRDBpHCSByNu4enMtjPv624CjADGRiSiFPO83G2JimOlKFK%2BBszwqSLP8t%2B3OS86%2B8hmgX2WQpp2lv8HiRGROA8qQZ55C5RecoUnTGyNicCqJxaxT%2BuAIHIQR%2B2MEwvxiAGw5znUZ911j1axcWQksI5B8VJPxQg2%2Bqtjk2cZU2reBt0qSIL3Gts1UdPQ7Yp38bLMUIOnOzlH6jj%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
"Microsoft Surface Laptop 5 15"" (256GB SSD, Intel Core i7 12th Gen., w/ Office",,,$999.00,US,,New,https://www.ebay.com/itm/256117341781?epid=3057062431&hash=item3ba1c87e55%3Ag%3AclkAAOSwS1BkkzVq&amdata=enc%3AAQAIAAAAwLAcRMFzhfoYSEFWS46lGX%2FjDs%2F5P%2FT83OIpOw%2Fog9dFL2SaqRTnzrTIKTp9z11b%2Bz7%2BZ330H7lFbOBI22vHkV6Wuf%2BqSpbqBb2wg1xXFKWcHuIGiPbCZFWYDglDAEUjPxhC8BomB90VvgwH6tj94N84UCAF7%2Bu%2Fl%2BD%2BjKfbegyv%2Br2%2FZuRSbjOiJ8nDZ6%2B7mniCNKosPb4LSZK231sIyFd%2B3AYPu8eBzehnchD7m%2BA0LOk%2FRp1rprpJvhHotdZCzQ%3D%3D%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
"Dell Latitude 5590 i7-8650u Laptop 16GB 512GB M.2 SSD WiFi 15.6"" 2GB MX130 W10",,,$0.99,US,,Used,https://www.ebay.com/itm/325703128625?hash=item4bd56b5631%3Ag%3ADT0AAOSwZo5kkw20&amdata=enc%3AAQAIAAAA4DQi2oF%2Bi7Sf8MQU0%2FxmCmo3NWzmgmDNqUuEnKJAXD79pfKj9CUN8rNnmSJAVgsTbFnYZy8AaB5jfV4%2BsBls7wa7byPTc%2BIkHv3x8Pl446N%2F2TtMuobC2%2BWZBhh9gsACDKJX9myuXht6nL1V1svYKHjG9rudDeYmUcTN5eE9c5VcyiNtlgFXOxye4hcL2l391Khf0xZNUOSUQebyDnoknGxJpLA32KyGaMg7SsoJUAFEzlX8wQcqz9O4j2m2GH%2F2AMnKpV5Ee7BHwfDoUqY0ymIQ4qdTNtIiYkRO3lCzSgId%7Ctkp%3ABk9SR76ui4CcYg&LH_Auction=1
"Dell Latitude 7400 14"" (256GB SSD, Intel Core i5 8th Gen., 1.60 GHz, 8GB)...",,,$137.00,US,,Used,https://www.ebay.com/itm/285342796804?epid=17060161855&hash=item426fc18c04%3Ag%3ASMUAAOSwfidkkzRg&amdata=enc%3AAQAIAAAAwJpqPnn281oSZRphA%2BlXWtmfEYP6Txbwc0K%2FqLHcbTmm0ZMK3RFvT6eKRtCjxHdmXxQCpdaPYD%2FxdyUaSSyVgURXJnJaHBpLNZZQlVnyAY04eFEQyHZR0jjbFh4mWidcDKY69YipYdWZW0rrCd0yb5HWMotKu%2FrdLqhchmNRcEvuZ8qyh%2BBSIaVFdD7iURqnb9gZYz31cv8zWEZurk3P7qNyJFCA1xmJtPV8VBq%2B6KHHu5S%2F9wasjW7LD8O8gX5dOw%3D%3D%7Ctkp%3ABk9SR8Cui4CcYg&LH_Auction=1
Dell Precision 5560 i9 11950h 64GB NVidia A2000,,,$505.00,US,,Used,https://www.ebay.com/itm/225631246725?hash=item3488ab9985%3Ag%3AoHoAAOSwDvZkkzUS&amdata=enc%3AAQAIAAAAwM46ry1QDCM%2F9rY%2BPZEUPeQf1doMmpexuIPrzwW%2B9IlPXE05%2F5Fiti56X7TdfwclMXQC5gE3PHvn%2BF1znNUaS8Vzp4U9B%2Fe1w9HvtkbGAEek5ac9%2FG57mHzQVuoPSeMqzOo1YSBByGvpg104uwVEslTWa2LQXo6WIfUcJiZ%2FHCN3DMAzE3y1zEsVd%2BQLG08fRIIuZ8qYRXqL6qMog1vZZEcLMgsqf4A9IWPuKIscP1xur4TJp4sCUeRie%2B5iYBoffA%3D%3D%7Ctkp%3ABk9SR8Cui4CcYg&LH_Auction=1
"Dell Inspiron 7773 2-in-1 17.3"" i7-8550U 1.8GHz 16GB RAM 512GB SSD NVIDIA MX150",,,$125.00,US,,Used,https://www.ebay.com/itm/125985495802?hash=item1d55521afa%3Ag%3A5awAAOSwQulkkzDU&amdata=enc%3AAQAIAAAA4C4DEz8KLv6TFT8TwQS8B5WgYHBKIlb11Nnft0c4TeXqEMbekSSd4RPwh6bgOP4iX%2FSdMw3UbG8mZPIdHqg0rYpDzu%2FFeMxeivdIqhGXC8zHeSDwwsDXfl2XDbzn3PecH5d6lPf2n9gSR68qfPct0KeD6QelK9O2agdWL9kys8RfW03%2B9aW7kCq8TuwCK%2FmKcnbvMUcbq%2FhSy0aqmmawwqRHMXvdqRWdg4EBO5gFXgzSUreboDQfWKzinHIgBYkjGCISFaQsgGw3Q3u%2BZRHFecKgb%2FP%2B7738pdArJI2lEGwf%7Ctkp%3ABk9SR8Cui4CcYg&LH_Auction=1
